"Não deixe que os caras que se aposentam aos 40 anos com aposentadorias gordas te convençam que sua aposentadoria de 1 salário mínimo está quebrando o país e que você vai precisar trabalhar até morrer pra ajudar a nação. DEIXE DE SER OTÁRIO!
#LutePelaSuaAposentadoria","2019-07-10T13:22:36.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência ataca injustamente a maioria dos servidores públicos? 
(link: https://vander.website/refprev-6-servidor-publico) 
vander.website/refprev-6-serv… #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-10T12:54:50.000Z"
"Tenho 40 anos. Na nova regra, para receber 100% da aposentadoria (e a minha já é na regra de teto do setor privado) preciso trabalhar mais 64 anos.

(link: https://infograficos.oglobo.globo.com/economia/simulacao-de-aposentadoria.html) 
infograficos.oglobo.globo.com/economia/simul… #ReformaDaPrevidencia #CalculadoraDaPrevidencia #LutePelaSuaAposentadoria","2019-07-10T03:02:48.000Z"
"Parabéns, Deputada Sâmia. Esse é o tipo de trabalho que deve ser valorizado, as mulheres do Brasil já sofrem tanto e merecem ser mais amparadas. #LutePelaSuaAposentadoria","2019-07-10T01:21:15.000Z"
"Segue sugestão de pauta! 

#MoroEDallagnolNaCadeia 
#MoroCriminoso #GloboLixo #LutePelaSuaAposentadoria 
#VazaJato1Mes #VajaJato #VazaMaisGreenwald #Deltan #DeltanCagao","2019-07-10T00:13:25.000Z"
"#ReformaNão 
#LutePelaSuaAposentadoria","2019-07-09T23:13:49.000Z"
"Que horda de Gente Medíocre nesse Ministério... um pior que o outro! #ForaBolsonaro #LutePelaSuaAposentadoria","2019-07-09T23:02:26.000Z"
"Eles querem economizar um trilhão de reais as custas dos trabalhadores, enquanto os bancos e as grandes empresas seguem lucrando. A Reforma da Previdência é um retrocesso! Eu e 
@FalabellaCida
 estamos com 
@aureacarolinax
 e o 
@psolnacamara
! #ReformaNão #LutePelaSuaAposentadoria","2019-07-09T21:23:09.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência quer tirar da Constituição o seu direito à aposentadoria? 
(link: http://vander.website/refprev-11-reg) 
vander.website/refprev-11-reg… #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba #ReformaNão","2019-07-09T20:04:10.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência quer tirar da Constituição o seu direito à aposentadoria? 
(link: http://vander.website/refprev-11-reg) 
vander.website/refprev-11-reg… #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba #ReformaNão","2019-07-09T20:04:05.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência quer tirar da Constituição o seu direito à aposentadoria? 
(link: https://vander.website/refprev-11-regras-constituicao) 
vander.website/refprev-11-reg… #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba #ReformaNão","2019-07-09T19:56:54.000Z"
"#ReformaNão 
#LutePelaSuaAposentadoria","2019-07-09T19:53:33.000Z"
"Oposição anuncia obstrução ampla geral e irrestrita na votação da PEC da previdência. A resistência nossa é contra a retirada de direitos e para impedir o fim de sua aposentadoria.#LutePelaSuaAposentadoria","2019-07-09T17:26:04.000Z"
"#REFORMANÃO #LUTEPELASUAAPOSENTADORIA #DEFENDASUAAPOSENTADORIA
A divida que dizem que previdência  tem e vai quebrar  o Brasil é uma farsa como esse governo, doubpor exemplo se esse governo e tantos outros que… 
(link: https://www.instagram.com/p/BztChBNBCxy/?igshid=d23jlsevhnto) 
instagram.com/p/BztChBNBCxy/…","2019-07-09T17:05:12.000Z"
"Enquanto isso...
#EssaReformaNão #QueReformaÉessa? #MeuVotoÉnão #LutePelaSuaAposentadoria","2019-07-09T16:15:47.000Z"
"Não!
#EssaReformaNão #QueReformaÉessa? #MeuVotoÉnão #LutePelaSuaAposentadoria","2019-07-09T16:14:27.000Z"
"Não!
#EssaReformaNão #QueReformaÉessa? #MeuVotoÉnão #LutePelaSuaAposentadoria","2019-07-09T16:13:28.000Z"
"#EssaReformaNão #QueReformaÉessa? #MeuVotoÉnão #LutePelaSuaAposentadoria","2019-07-09T16:01:32.000Z"
"Mudaram tudo para não mudar nada: novo texto da Previdência mantém retrocessos e retira direitos.

Se for aprovada você vai morrer de trabalhar ou trabalhar até morrer!

#EssaReformaNão #QueReformaÉessa? #MeuVotoÉnão #LutePelaSuaAposentadoria","2019-07-09T16:00:00.000Z"
"Cadê a Nova Política apregoada pela extrema direita do Bolsonaro?! #LutePelaSuaAposentadoria","2019-07-09T15:44:03.000Z"
"#ReformaAssassina #deformadaprevidencia #AReformaTeEngana #LutePelaSuaAposentadoria #lutepelosseusdireitos","2019-07-09T15:13:26.000Z"
"#LutePelaSuaAposentadoria","2019-07-09T15:05:05.000Z"
"#reformanao #reformadaprevidencia #LutePelaSuaAposentadoria #BolsonaroEnvergonhaOBrasil","2019-07-09T13:41:24.000Z"
"Vamos a luta contra a reforma da previdência! Começa hoje!  #LutePelaSuaAposentadoria","2019-07-09T13:25:28.000Z"
"#LutePelaSuaAposentadoria","2019-07-09T12:53:38.000Z"
"A Reforma da Previdência começa a ser discutida hoje no plenário da Câmara dos Deputados . Quem vota são parlamentares que não vão ser atingidos - tiveram suas aposentadorias especiais preservadas pelo texto.

#INSS #PrevidênciaSimReformaNão #LutePelaSuaAposentadoria","2019-07-09T12:52:39.000Z"
"#LutePelaSuaAposentadoria","2019-07-09T12:04:47.000Z"
"Do ponto de vista dos direitos, Bolsonaro pretende adotar reformas prejudiciais aos trabalhadores e favoráveis aos representantes mais atrasados do setor produtivo.  #LutePelaSuaAposentadoria","2019-07-09T12:00:01.000Z"
"#LutePelaSuaAposentadoria 
#naoaotrabalhoinfantil
#VazaJato 
#LulaLivreTercaSDV 
#EsquerdistasSeguemEsquerdistas","2019-07-09T11:59:43.000Z"
"A Reforma da Previdência começa a ser discutida hoje no plenário da Câmara dos Deputados . Quem vota são parlamentares que não vão ser atingidos - tiveram suas aposentadorias especiais preservadas pelo texto.

#INSS #PrevidênciaSimReformaNão #LutePelaSuaAposentadoria","2019-07-09T12:52:39.000Z"
"#LutePelaSuaAposentadoria","2019-07-09T12:04:47.000Z"
"Do ponto de vista dos direitos, Bolsonaro pretende adotar reformas prejudiciais aos trabalhadores e favoráveis aos representantes mais atrasados do setor produtivo.  #LutePelaSuaAposentadoria","2019-07-09T12:00:01.000Z"
"#LutePelaSuaAposentadoria 
#naoaotrabalhoinfantil
#VazaJato 
#LulaLivreTercaSDV 
#EsquerdistasSeguemEsquerdistas","2019-07-09T11:59:43.000Z"
"deputado, a oposição não pode contar com o ovo no fiofó da galinha ao dizer q o governo não consegue 330 votos na 4ª feira! Quando se envolve dinheiro, tudo é possível!
Pra cima deles!

#EssaReformaÉUmaFarsa
#ReformaAssassina
#LutePelaSuaAposentadoria
#LutePelosSeusDireitos","2019-07-08T22:51:21.000Z"
"eu tô falando... 

vcs não escutam... 

#EssaReformaÉUmaFarsa
#ReformaAssassina
#LutePelaSuaAposentadoria
#LutePelosSeusDireitos","2019-07-08T22:30:17.000Z"
"Bóra lá, gente! 
se a gente unir forças, a gente derruba essa proposta! o trabalhador, q de fato será o único prejudicado, não pode aceitar essa atrocidade assim, tão pacificamente!
#EssaReformaÉUmaFarsa
#ReformaAssassina
#LutePelaSuaAposentadoria
#LutePelosSeusDireitos","2019-07-08T21:51:30.000Z"
"#LutePelaSuaAposentadoria #LulaLivre #ForaChapaBolsonaro #NovasEleiçõesJá #MoroCriminoso","2019-07-08T21:40:40.000Z"
"#LutePelaSuaAposentadoria #LulaLivre #ForaChapaBolsonaro #NovasEleiçõesJá #MoroCriminoso","2019-07-08T21:40:27.000Z"
"#LutePelaSuaAposentadoria #LulaLivre #ForaChapaBolsonaro #NovasEleiçõesJá #MoroCriminoso","2019-07-08T21:38:15.000Z"
"#LutePelaSuaAposentadoria #LulaLivre #ForaChapaBolsonaro #NovasEleiçõesJá #MoroCriminoso","2019-07-08T21:37:50.000Z"
"#LutePelaSuaAposentadoria #LulaLivre #ForaChapaBolsonaro #NovasEleiçõesJá #MoroCriminoso","2019-07-08T21:36:41.000Z"
"bóra lá, gente! se a gente unir forças, a gente derruba essa proposta! o trabalhador, q de fato será o mais prejudicado, não pode aceitar essa atrocidade assim, tão pacificamente!
#EssaReformaÉUmaFarsa
#ReformaAssassina
#LutePelaSuaAposentadoria
#LutePelosSeusDireitos","2019-07-08T21:13:46.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência ataca injustamente a maioria dos servidores públicos? 
(link: https://vander.website/refprev-6-servidor-publico) 
vander.website/refprev-6-serv… #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-08T13:27:34.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência ataca injustamente a maioria dos servidores públicos? 
(link: https://youtu.be/ZTZN2VvQoUs) 
youtu.be/ZTZN2VvQoUs #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-08T13:16:19.000Z"
"Maria Lucia Fatorelli avalia q parecer comprova q a PEC 6/2019 está sendo “mandada pelo sistema financeiro” e representa ataque brutal contra trabalhadores. “Ela vem conectada c/ o desmonte q a reforma trabalhista tratou d fazer”
#LutePelaSuaAposentadoria","2019-07-07T23:30:00.000Z"
"DEFENDA SUA APOSENTADORIA

Aprovado em comissão especial, parecer contou com articulação de Rodrigo Maia, “centrão” e Palácio do Planalto
Vamos à luta para derrotar no plenário mais essa maldade contra o povo brasileiro.
#LutePelaSuaAposentadoria","2019-07-06T17:00:00.000Z"
"#LutePelaSuaAposentadoria","2019-07-06T14:51:24.000Z"
"Confira #AListaDosTraidores do povo, de MG, que votaram contra o direito à aposentadoria na Comissão Especial:
Bilac Pinto (DEM-MG) 
Lafayette Andrada (PRB-MG) 
Greyce Elias (AVANTE-MG) 
Dr. Frederico (PATRIOTA-MG) 
#EssaReformaÉUmaFarsa
#LutePelaSuaAposentadoria","2019-07-06T11:25:19.000Z"
"Gravem bem esses nomes!!! 


#LutePelaSuaAposentadoria","2019-07-06T11:02:59.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência vai acabar com o abono salarial e o fundo de garantia? 
(link: https://vander.website/refprev-10-abono-fgts) 
vander.website/refprev-10-abo… #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-05T21:40:42.000Z"
"Saiba quem são os deputados que votaram contra a aposentadoria dos trabalhadores #LutePelaSuaAposentadoria #NaoAReformadaPrevidencia","2019-07-05T21:27:06.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência vai acabar com o abono salarial e o fundo de garantia? 
(link: https://vander.website/refprev-10-abono-fgts) 
vander.website/refprev-10-abo… #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-05T20:32:06.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência vai acabar com o abono salarial e o fundo de garantia? 
(link: https://youtu.be/1bU9fDAae1o) 
youtu.be/1bU9fDAae1o #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-05T20:15:19.000Z"
"12 de julho: centrais definem novo dia de luta contra reforma da Previdência >>> 
(link: http://bit.ly/2xwEjyL) 
bit.ly/2xwEjyL >>> #LutePelaSuaAposentadoria #SindáguaRN","2019-07-05T18:42:43.000Z"
"#MoroSuaCasaCaiu

Pela primeira vez vejo a 
@Veja
 falando a verdade, mas claro com a supervisão do 
@TheInterceptBr
 e coautoria! 

#MoroJuizFake 

#MoroEDallagnolNaCadeia 

#MoroCriminoso 

#GloboLixo

#LutePelaSuaAposentadoria 

#LulaLivreSóComOPovoNasRuas 

#SupremoAcovardado","2019-07-05T14:53:17.000Z"
"Quer acabar com privilégios? Fazer a economia voltar a crescer? Reforma tributária nas grandes empresas e nos bancos que devem bilhões a previdência! Hoje deputados aprovaram o texto na Comissão Especial da Câmara Federal. O 
@psol50
 votou contra! #LutePelaSuaAposentadoria","2019-07-04T21:40:59.000Z"
"Cerca de 170 pessoas estiveram com a gente na audiência pública que debateu  a Reforma da Previdência, em Venda Nova. Aprendemos muito! Queremos mais é rodar a cidade debatendo a perversidade e chantagem que o governo vem fazendo para aprovar a reforma. #LutePelaSuaAposentadoria","2019-07-04T21:40:59.000Z"
"#LutePelaSuaAposentadoria","2019-07-04T20:42:52.000Z"
"Esse é o teu deixa o meu! #LulaLivreja 

#EsquerdistasSeguemEsquerdistas#LutePelaSuaAposentadoria #LulaLivreQuintaSDV #MoroEDallagnolNaCadeia #LibertemLula #BolsonaroMiliciano #MOROMENTIU #SupremoAcovardado #MoroJuizFake #MoroTraidorDaPatria #PartidoSoLaranja
#BolsonaroMiliciano","2019-07-04T20:38:06.000Z"
"Os deputados e deputadas do 
@ptbrasil
 votaram contra o relatório da Reforma da Previdência. #lutepelasuaaposentadoria","2019-07-04T19:43:50.000Z"
"#ReformaDaPrevidencia #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-04T19:43:03.000Z"
"Você me representa 
@taliriapetrone
 
Muito feliz em ter te dado o meu voto!
 #ReformaDaPrevidencia #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-04T19:37:38.000Z"
"#ReformaDaPrevidencia #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-04T19:34:45.000Z"
"#ReformaDaPrevidencia #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-04T19:30:09.000Z"
"#ReformaDaPrevidencia #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-04T19:28:45.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência vai aumentar a pobreza no campo? 
(link: https://vander.website/refprev-3-aposentadoria-rural) 
vander.website/refprev-3-apos… #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-04T19:13:37.000Z"
"#AscomVander Você sabia que a #ReformaDaPrevidência vai aumentar a pobreza no campo? 
(link: https://youtu.be/sIurGw1sTiM) 
youtu.be/sIurGw1sTiM #LutePelaSuaAposentadoria #DigaNãoÀReformaDaPrevidência #ReajaOuSuaPrevidênciaAcaba","2019-07-04T19:00:23.000Z"
"Estamos acompanhando as mudanças no texto da Reforma da Previdência, na luta pelo direito à aposentadoria. #LutePelaSuaAposentadoria","2019-07-04T18:03:58.000Z"
"Os governistas não argumentam, nem sabem como defender a tal nova previdência. Uma pobreza nos conteúdos e na falta de compromisso com os mais pobres. #LutePelaSuaAposentadoria","2019-07-04T15:47:03.000Z"
"#GloboGolpista #ImprensaChapaBranca urgente #ImprensaSemPartido #LibertemLula #BolsonaroMiliciano #MOROMENTIU #SupremoAcovardado #MoroJuizFake #MoroEDallagnolNaCadeia #MoroCriminoso #globogolpista #LutePelaSuaAposentadoria #LulaLivreSóComOPovoNasRuas","2019-07-03T22:04:29.000Z"
"Seguindo vc e suas indicações. Segue de volta.

#AReformaTeEngana
#LutePelaSuaAposentadoria
#LuteComoUmJornalista
#LulaLivre","2019-07-03T20:19:45.000Z"
"#AReformaTeEngana
#LutePelaSuaAposentadoria
#LuteComoUmJornalista
#LulaLivre","2019-07-03T20:14:54.000Z"
"#AReformaTeEngana
#LutePelaSuaAposentadoria
#LuteComoUmJornalista
#LulaLivre","2019-07-03T20:13:38.000Z"
"#AReformaTeEngana
#LutePelaSuaAposentadoria
#LuteComoUmJornalista
#LulaLivre","2019-07-03T20:13:16.000Z"
"#AReformaTeEngana
#LutePelaSuaAposentadoria
#LuteComoUmJornalista
#LulaLivre","2019-07-03T20:12:46.000Z"
"#AReformaTeEngana
#LutePelaSuaAposentadoria
#LuteComoUmJornalista
#LulaLivre","2019-07-03T20:01:25.000Z"
"#AReformaTeEngana
#EssaReformaÉumaFarsa
#QueReformaéEssa
#LutePelaSuaAposentadoria
#NÃOaReformaDaPrevidencia

CAMPANHA ELEITORAL 
Bozo: ""Obrigar o trabalhador se aposentar aos 65 anos é no mínimo DESUMANO, e todo este tempo de contribuição é um CRIME"".","2019-07-03T18:33:28.000Z"
"#AReformaTeEngana
#EssaReformaÉumaFarsa
#QueReformaéEssa
#LutePelaSuaAposentadoria
#NÃOaReformaDaPrevidencia

CAMPANHA ELEITORAL 
Bozo: ""Obrigar o trabalhador se aposentar aos 65 anos é no mínimo DESUMANO, e todo este tempo de contribuição é um CRIME"".","2019-07-03T17:29:23.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:55:43.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:54:04.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:53:26.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:52:51.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:52:13.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:51:02.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:50:43.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:49:35.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:49:02.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:48:51.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:48:33.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:48:21.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:48:06.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:47:35.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:47:19.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:48:33.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:48:21.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:48:06.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:47:35.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:47:19.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:46:59.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:46:32.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:45:48.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:41:52.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:41:34.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:41:20.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:41:03.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:39:19.000Z"
"#LuteComoUmJornalista
#LutePelaSuaAposentadoria
#AReformaTeEngana
#LulaLivreUrgente","2019-07-03T16:38:39.000Z"
"#AReformaTeEngana
#LutePelaSuaAposentadoria
#LuteComoUmJornalista
#LulaLivreUrgente","2019-07-03T15:16:54.000Z"
